"","category_name","group_name","total_members","city","created"
"7576","Movements & Politics","New York Social Justice Meetup",117,"New York City",2017-01-27
"7577","Movements & Politics","New York Women's Empowerment Meetup",357,"New York City",2016-11-12
"7578","Movements & Politics","New Yorkers Against Religion-Based Bigotry",130,"New York City",2007-02-05
"7579","Movements & Politics","New Yorkers for an Independent Northeast",7,"New York City",2016-11-10
"7580","Movements & Politics","Nix-the-NYC-Non-Entity-Policy",1,"New York City",2012-01-18
"7581","Movements & Politics","NY - Indian Political Discussion",9,"New York City",2017-06-24
"7582","Movements & Politics","NY Objectivists/Celebrating the Philosophy of Ayn Rand",1,"New York City",2012-09-03
"7583","Movements & Politics","NY/NJ Republican, Conservative, & Libertarian Singles",18,"New York City",2017-06-24
"7584","Movements & Politics","NYC 2016 Democrats Grassroots Organizing Meetup",36,"New York City",2016-08-09
"7585","Movements & Politics","NYC Christians for Liberty",17,"New York City",2016-09-26
"7586","Movements & Politics","NYC Conservatives",31,"New York City",2017-08-25
"7587","Movements & Politics","NYC Democratic Socialists of America",1538,"New York City",2011-01-27
"7588","Movements & Politics","NYC Junto",245,"New York City",2011-03-01
"7589","Movements & Politics","NYC Libertarian & Liberty Activist Social Group",1,"New York City",2017-07-12
"7590","Movements & Politics","NYC March of the Week",38,"New York City",2017-05-03
"7591","Movements & Politics","NYC Organize Fat Activism Meetup",9,"New York City",2017-09-20
"7592","Movements & Politics","NYC Volunteer Opportunities",1090,"New York City",2007-05-24
"7593","Movements & Politics","NYC Young Professionals Amnesty International",1061,"New York City",2011-07-01
"7594","Movements & Politics","NYCindivisible",104,"New York City",2017-02-12
"7595","Movements & Politics","Our Revolution NYC",47,"New York City",2017-06-14
"7596","Movements & Politics","Paradigm Shift - New York City's Feminist Community",1157,"New York City",2007-12-08
"7597","Movements & Politics","Peace Advocacy Network - NYC",145,"New York City",2012-12-14
"7598","Movements & Politics","Petition Party (Local Politics)",5,"New York City",2017-09-01
"7599","Movements & Politics","Political Journalists NYC 2017",1,"New York City",2017-08-09
"7600","Movements & Politics","POLITICS FOR A HUMAN COMMUNITY",91,"New York City",2008-09-04
"7601","Movements & Politics","Presidio Forum",37,"San Francisco",2017-04-17
"7602","Movements & Politics","Proponent Of Political Passions",1,"San Francisco",2017-04-01
"7603","Movements & Politics","Radical Feminist Activists",401,"New York City",2015-12-17
"7604","Movements & Politics","Radical Feminists of New York",1,"New York City",2015-12-13
"7605","Movements & Politics","Rebellious Magazine for Women",126,"Chicago",2016-10-15
"7606","Movements & Politics","Replace Manhattan DA in 2017",5,"New York City",2015-11-29
"7607","Movements & Politics","Represent.Us, San Francisco",37,"San Francisco",2015-01-26
"7608","Movements & Politics","Restore the Fourth New York City",6,"New York City",2017-09-07
"7609","Movements & Politics","San Francisco / Bay Area - Basic Income Meetup",229,"San Francisco",2015-04-22
"7610","Movements & Politics","San Francisco Democratic Women in Action Meetup",30,"San Francisco",2014-05-06
"7611","Movements & Politics","San Francisco FRIENDS OF TIBET Meetup",21,"San Francisco",2015-03-02
"7612","Movements & Politics","San Francisco Young Democrats",204,"San Francisco",2013-02-23
"7613","Movements & Politics","Sanders Supporters for Jill Stein (frmly BayArea 4 Sanders)",157,"San Francisco",2015-06-22
"7614","Movements & Politics","SB-18 Listening Sessions: Bill of Rights for CA Kids",9,"San Francisco",2017-01-06
"7615","Movements & Politics","SF 9/11 Truth Action",80,"San Francisco",2007-05-25
"7616","Movements & Politics","SF Action Now",40,"San Francisco",2014-10-07
"7617","Movements & Politics","SF Bay Area  Ukrainians and Friends!",1,"San Francisco",2014-03-16
"7618","Movements & Politics","SF Brownie Mary Democratic Club",66,"San Francisco",2016-06-11
"7619","Movements & Politics","SF Liberty Coalition",41,"San Francisco",2010-01-10
"7620","Movements & Politics","SFDebate Political Discussion Meetup",842,"San Francisco",2007-01-25
"7621","Movements & Politics","Social Action Informed Network (SAIN)",54,"Chicago",2012-06-22
"7622","Movements & Politics","SocialTV NYC",645,"New York City",2011-03-03
"7623","Movements & Politics","Southside Democracy For America",1,"Chicago",2017-08-23
"7624","Movements & Politics","St. Pauls Chicago Faith in Action",1,"Chicago",2017-03-30
"7625","Movements & Politics","Stay Woke: Social Justice Poetry",100,"Chicago",2017-10-06
"7626","Movements & Politics","Tech Workers Coalition",257,"San Francisco",2015-09-15
"7627","Movements & Politics","Techies and content creators resist #fordemocracy",1,"New York City",2017-02-19
"7628","Movements & Politics","Technocrats NYC",17,"New York City",2009-06-29
"7629","Movements & Politics","Technology for Obama Meetup Group",9,"Chicago",2011-11-04
"7630","Movements & Politics","The 9/12 Project",2856,"New York City",2009-02-13
"7631","Movements & Politics","The 9/12 Project of Greater NYC",93,"New York City",2009-08-25
"7632","Movements & Politics","The Bloombergers",1,"New York City",2017-04-13
"7633","Movements & Politics","The Bridge: Liberal and Conservative Common Grounds",79,"Chicago",2017-03-29
"7634","Movements & Politics","The Centrist Project - San Francisco",58,"San Francisco",2017-03-06
"7635","Movements & Politics","The Chicago Liberty & Freedom Book Club",42,"Chicago",2017-02-18
"7636","Movements & Politics","The Chicago Tea Party",116,"Chicago",2009-02-22
"7637","Movements & Politics","The Chicago Townhall Meetup Group",110,"Chicago",2003-10-28
"7638","Movements & Politics","The Chicagoland Feminists Meetup Group",1,"Chicago",2006-07-03
"7639","Movements & Politics","The Conservative Gays",31,"San Francisco",2016-12-02
"7640","Movements & Politics","The Haymarket Society",14,"Chicago",2010-12-12
"7641","Movements & Politics","The Libertarian Party of Chicago Meetup Group",753,"Chicago",2007-09-28
"7642","Movements & Politics","The Lower Manhattan Democracy for America/DFNYC Meetup Group",1600,"New York City",2003-01-15
"7643","Movements & Politics","The Mimosa Party",1,"Chicago",2017-06-05
"7644","Movements & Politics","The Mosaic Series",13,"New York City",2017-10-18
"7645","Movements & Politics","The New SOMA Neighborhood Meetup",51,"San Francisco",2017-05-11
"7646","Movements & Politics","The New York anarcho-capitalist meetup group",240,"New York City",2009-02-03
"7647","Movements & Politics","The New York City-BKLYN-L.I. Republican Party Meetup Group",409,"New York City",2002-10-08
"7648","Movements & Politics","The New York City Ayn Rand Group",368,"New York City",2003-04-14
"7649","Movements & Politics","The New York City Democratic Party Meetup Group",271,"New York City",2002-10-08
"7650","Movements & Politics","The New York City Pro-Peace Meetup Group",184,"New York City",2004-01-19
"7651","Movements & Politics","The New York Conservatives Meetup Group",503,"New York City",2006-03-20
"7652","Movements & Politics","The New York Libertarian Party Meetup Group",498,"New York City",2007-01-09
"7653","Movements & Politics","The New York Young Republican Club",1019,"New York City",2003-10-22
"7654","Movements & Politics","The NYC Political Forum",1145,"New York City",2013-12-07
"7655","Movements & Politics","The San Francisco Libertarian Party Meetup Group",254,"San Francisco",2007-11-07
"7656","Movements & Politics","The Society for Constitutional Protection",235,"New York City",2016-12-05
"7657","Movements & Politics","The Summit Lighthouse San Francisco Chartered Study Group",1,"San Francisco",2017-01-08
"7658","Movements & Politics","The Upper Manhattan Democracy for America/DFNYC Meetup Group",150,"New York City",2003-01-15
"7659","Movements & Politics","Tikkun @ SAJ, 20s/30s Pursuing Justice",8,"New York City",2017-04-05
"7660","Movements & Politics","TIPNATION.NYC   FeelthepainBoy  BNB LIBERATION MOVEMENT",5,"New York City",2017-07-26
"7661","Movements & Politics","TYT / Wolf-PAC ~ SF Bay Meetup",1,"San Francisco",2013-08-11
"7662","Movements & Politics","United Nations Association of SF International Development",134,"San Francisco",2014-10-08
"7663","Movements & Politics","United Truthers Movement",1,"New York City",2015-09-30
"7664","Movements & Politics","Urban Array - Decentralized Crowdsourced Social Enterprise",61,"Chicago",2017-06-23
"7665","Movements & Politics","Voterbook NYC (formerly ObamaNYC.com)",650,"New York City",2007-01-10
"7666","Movements & Politics","We Are Change NYC",123,"New York City",2011-02-21
"7667","Movements & Politics","We Are Not Fake News NYC",1,"New York City",2017-08-09
"7668","Movements & Politics","Windy City Progressives",713,"Chicago",2015-06-19
"7669","Movements & Politics","Women's March Bay Area",671,"San Francisco",2016-12-29
"7670","Movements & Politics","Women's March to Ban the Bomb. San Francisco Rally",16,"San Francisco",2017-06-14
"7671","Movements & Politics","Yoga Classes for Social Justice",35,"San Francisco",2017-07-23
"7672","Movements & Politics","YWTF NYC - Younger Women's Task Force of New York City",1,"New York City",2015-10-21
"7673","Movies & Film","  YouTube Parties ",1,"San Francisco",2017-08-01
"7674","Movies & Film","(((  Cinema Italiano NY   )))",898,"New York City",2007-10-03
"7675","Movies & Film","*Networking for Actors, Entertainers & Media Professionals*",5086,"New York City",2013-05-27
"7676","Movies & Film","*NYC Networking for Actors/ Directors & Writers*",1181,"New York City",2014-01-07
"7677","Movies & Film","360 VR Video Meetup",167,"New York City",2016-12-30
"7678","Movies & Film","3D Animation and Visual Effects",488,"San Francisco",2013-02-06
"7679","Movies & Film","45+ Theater and More",17,"New York City",2009-11-03
"7680","Movies & Film","72 Hour Monthly Short Film Challenge Meeup",44,"New York City",2017-01-22
"7681","Movies & Film","Actors Create",158,"New York City",2015-10-27
"7682","Movies & Film","Actors, Directors, Editors, Writers Creating Mini-Movies",408,"Chicago",2016-08-11
"7683","Movies & Film","African Actors,and filmmakers for film and TV",39,"New York City",2015-12-08
"7684","Movies & Film","African Fashion, Film, Music, & Dance Society",1,"New York City",2015-04-08
"7685","Movies & Film","ALLCREATIVE NY",1036,"New York City",2011-03-01
"7686","Movies & Film","American Black Film Festival (ABFF) Meetup",903,"New York City",2014-02-21
"7687","Movies & Film","Animation Nights New York",413,"New York City",2016-07-28
"7688","Movies & Film","Animation, Film, 3D, Technology - New York Art & Tech Group",457,"New York City",2014-09-01
"7689","Movies & Film","Asian American Film Meetup of Chicago - Hosted By FAAIM",644,"Chicago",2013-09-20
"7690","Movies & Film","Automation 26.2",1,"New York City",2017-03-29
"7691","Movies & Film","AYR Productions",1,"New York City",2017-07-27
"7692","Movies & Film","Bay Area Actor and Filmmaker Meetup",1456,"San Francisco",2015-02-19
"7693","Movies & Film","Bay Area Film and TV Connection",655,"San Francisco",2009-08-30
"7694","Movies & Film","Bay Area Film Fans",849,"San Francisco",2008-09-24
"7695","Movies & Film","Bay Area Film Society",4253,"San Francisco",2006-05-25
"7696","Movies & Film","Bay Area Movie Makers / Filmmakers, Actors etc",369,"San Francisco",2008-02-05
"7697","Movies & Film","Bay Area Virtual Reality Cinematographers",145,"San Francisco",2016-04-30
"7698","Movies & Film","Bay Area YouTubers Meetup",88,"San Francisco",2017-04-23
"7699","Movies & Film","Big Apple Film Festival Year Round Meetups",1753,"New York City",2015-01-07
"7700","Movies & Film","BigAppleTalent Film Makers and Entertainers",424,"New York City",2008-08-11
"7701","Movies & Film","Binge Watch Weekendz",25,"New York City",2017-10-04
"7702","Movies & Film","Black Film Space",252,"New York City",2016-12-02
"7703","Movies & Film","Blender User Group - NYC",144,"New York City",2009-07-10
"7704","Movies & Film","Bollywood (Indian) Movies Viewing in NYC",1,"New York City",2017-07-18
"7705","Movies & Film","Bronies-NYC",476,"New York City",2012-01-25
"7706","Movies & Film","BronyCon",2521,"New York City",2011-04-07
"7707","Movies & Film","Brooklyn Black Film Makers",1,"New York City",2017-09-25
"7708","Movies & Film","Caramel Club - NYC",44,"New York City",2008-12-30
"7709","Movies & Film","Cheap Movie Nights",1455,"New York City",2007-06-04
"7710","Movies & Film","Chicago Advanced Screenwriters",1,"Chicago",2008-11-27
"7711","Movies & Film","Chicago Classic Films & TV Meetup",305,"Chicago",2017-04-17
"7712","Movies & Film","Chicago Creators Meetup",134,"Chicago",2016-12-18
"7713","Movies & Film","Chicago Doctor Who Meetup",390,"Chicago",2006-07-20
"7714","Movies & Film","Chicago Film and Acting Meetup",1025,"Chicago",2016-08-10
"7715","Movies & Film","Chicago Film Club Meetup Group",510,"Chicago",2013-02-14
"7716","Movies & Film","Chicago Film Discussion Group",1527,"Chicago",2008-01-14
"7717","Movies & Film","Chicago Film Industry Meetup",184,"Chicago",2017-09-02
"7718","Movies & Film","Chicago Film Lover Exchange",4089,"Chicago",2011-10-23
"7719","Movies & Film","Chicago Film Scene",99,"Chicago",2017-08-10
"7720","Movies & Film","Chicago Filmmakers",2321,"Chicago",2009-07-08
"7721","Movies & Film","Chicago Horror Meetup Group (Movies, Books, Etc., Etc.)",1502,"Chicago",2005-10-15
"7722","Movies & Film","Chicago Houdini User Group (CHUG)",38,"Chicago",2016-11-03
"7723","Movies & Film","Chicago Independent Film Crew Meetup",711,"Chicago",2012-10-22
"7724","Movies & Film","Chicago Independent Filmmaking",94,"Chicago",2017-07-24
"7725","Movies & Film","Chicago Loves Disney!",97,"Chicago",2017-02-28
"7726","Movies & Film","Chicago MST3K Group",394,"Chicago",2011-01-18
"7727","Movies & Film","Chicago Television Production Meetup",165,"Chicago",2016-11-27
"7728","Movies & Film","Chicago Watching Movies Meetup",1,"Chicago",2017-02-24
"7729","Movies & Film","Chicagoland Independent & Documentary Films/Movies[CIDFilms]",3699,"Chicago",2003-03-16
"7730","Movies & Film","Cinema & Cocktails",1114,"New York City",2012-03-11
"7731","Movies & Film","Cinema Circle",1,"New York City",2015-06-16
"7732","Movies & Film","Cinema Heads Movie Club!",1004,"New York City",2007-01-21
"7733","Movies & Film","CINEMANIACS - INSTITUTE, REGISTRY & COLLECTION",1,"New York City",2015-05-09
"7734","Movies & Film","Cinematic VR NYC",249,"New York City",2015-10-07
"7735","Movies & Film","Cinetropa: Filipino Films for a Global Audience",47,"New York City",2016-07-20
"7736","Movies & Film","City Filmmakers Networking Group",1,"New York City",2013-04-20
"7737","Movies & Film","Classic Literature and Cafes Book Club",662,"San Francisco",2008-11-18
"7738","Movies & Film","Create awesome video projects as a team",36,"New York City",2016-11-27
"7739","Movies & Film","Desi Friends - Connecting South Asians",774,"New York City",2009-08-21
"7740","Movies & Film","Digital Film Academy Production Pitch",57,"New York City",2017-10-24
"7741","Movies & Film","Digital Media Content Makers Meetup",881,"New York City",2013-09-06
"7742","Movies & Film","Documentary Makers in New York",136,"New York City",2016-06-14
"7743","Movies & Film","Documentary Watchers NYC Meetup",326,"New York City",2016-02-04
"7744","Movies & Film","Elite Group of Working Professionals In NYC",1,"New York City",2017-09-13
"7745","Movies & Film","Emerging",112,"San Francisco",2016-03-13
"7746","Movies & Film","Empowered Film Series",155,"New York City",2016-10-28
"7747","Movies & Film","Fantastical Films for Fanatics",103,"San Francisco",2016-06-06
"7748","Movies & Film","Females in Film Alliance",190,"New York City",2014-03-30
"7749","Movies & Film","Film-Preneurs Growth Hacking BUSINESS Fast Forward!",649,"New York City",2012-10-08
"7750","Movies & Film","Film 360/VR/MR - Bay Area",332,"San Francisco",2016-07-12
"7751","Movies & Film","Film Club NYC",1948,"New York City",2017-05-03
"7752","Movies & Film","Film Marketing and Distribution",556,"New York City",2008-07-29
"7753","Movies & Film","FILM PUNCH: A PODCAST EXPERIENCE",222,"Chicago",2016-06-07
"7754","Movies & Film","Film, Food & Fun!",5920,"Chicago",2009-12-20
"7755","Movies & Film","FilmBuild - New York City Chapter",72,"New York City",2017-02-23
"7756","Movies & Film","Filmmaker and Talent Bay Area Meetup",849,"San Francisco",2015-02-19
"7757","Movies & Film","FilmmakerSF",100,"San Francisco",2013-06-13
"7758","Movies & Film","Filmology, The Indy Filmmakers Lab",174,"New York City",2017-07-13
"7759","Movies & Film","Films@Facets",366,"Chicago",2015-10-10
"7760","Movies & Film","Flop House Podcast Fan Club SF",1,"San Francisco",2016-07-22
"7761","Movies & Film","Foreign Movie Lovers",584,"New York City",2014-01-31
"7762","Movies & Film","FREE Movie Screenings",1,"New York City",2011-12-21
"7763","Movies & Film","Goethe-Institut San Francisco",349,"San Francisco",2016-05-09
"7764","Movies & Film","Good Times (Fun Stuff to Do)",1419,"Chicago",2015-01-05
"7765","Movies & Film","Harmony Korine Fans",1,"New York City",2017-09-11
"7766","Movies & Film","High School/Teen Themed Movie & TV Show Viewing Parties",18,"Chicago",2017-10-04
"7767","Movies & Film","In Love With Films",134,"San Francisco",2017-07-10
"7768","Movies & Film","Independent Alternative and/or Experimental Filmmakers",95,"San Francisco",2013-09-26
"7769","Movies & Film","Independent Short Film Making",516,"San Francisco",2013-09-26
"7770","Movies & Film","Indie Film Night at The Palace of Fine Arts iHangar",274,"San Francisco",2017-03-04
"7771","Movies & Film","Indie Filmmaker & Actors",149,"Chicago",2016-04-14
"7772","Movies & Film","Ingenious Film Makers",690,"New York City",2017-01-17
"7773","Movies & Film","Italian Film Night at The Producer Table",422,"New York City",2017-04-24
"7774","Movies & Film","Kaleidoscope NYC // Virtual Reality Film, Art, & Experiences",754,"New York City",2015-09-27
"7775","Movies & Film","Kaleidoscope SF // Virtual Reality Film, Art, & Experiences",778,"San Francisco",2014-08-30
"7776","Movies & Film","Kamitic Acting System",102,"New York City",2016-08-18
"7777","Movies & Film","Ladybird",1,"New York City",2016-12-13
"7778","Movies & Film","LET'S MAKE MOVIES - CHICAGO",1,"Chicago",2016-01-13
"7779","Movies & Film","LIGHT & SHADOW: A Film & Video Lighting Workshop",670,"New York City",2009-07-07
"7780","Movies & Film","Live Streaming Meetup",49,"New York City",2017-02-08
"7781","Movies & Film","logan square movie night meetup/discussion",361,"Chicago",2015-09-13
"7782","Movies & Film","Make a Film in a Day - BAY AREA",1,"San Francisco",2012-09-07
"7783","Movies & Film","mechanical watch lovers in San francisco",15,"San Francisco",2013-05-12
"7784","Movies & Film","Meet and See the Movie Kill the Messenger with Narco News",1,"New York City",2014-10-03
"7785","Movies & Film","Mettaverse SF: Virtual Reality Video & Filmmaking Meetup",205,"San Francisco",2016-02-04
"7786","Movies & Film","Midweek Happy Hour",59,"San Francisco",2013-05-30
"7787","Movies & Film","Mondo Culto - The NY Cult Film Meetup",1,"New York City",2011-04-05
"7788","Movies & Film","Monster Movie Salon",29,"San Francisco",2015-04-21
"7789","Movies & Film","Motion Designers of San Francisco",235,"San Francisco",2014-09-24
"7790","Movies & Film","Movie Going Club - SF (San Francisco)",1,"San Francisco",2013-01-06
"7791","Movies & Film","Movie Viewing",1,"Chicago",2017-08-22
"7792","Movies & Film","Movies Movies Movies!",1,"San Francisco",2014-03-17
"7793","Movies & Film","Movies With Milton",1,"New York City",2017-10-18
"7794","Movies & Film","Murder, She Wrote (...and Read & Discussed)",51,"Chicago",2017-07-31
"7795","Movies & Film","Music Video Production",74,"San Francisco",2016-04-25
"7796","Movies & Film","New RED Epic Camera and ADVANCED Lighting Workshops!",244,"New York City",2013-05-02
"7797","Movies & Film","New York City Filmmakers",857,"New York City",2009-09-03
"7798","Movies & Film","New York Editors, DP's, Directors, Producers, Writers Meetup",30,"New York City",2017-08-08
"7799","Movies & Film","New York Film & Fashion Professionals",4484,"New York City",2006-05-05
"7800","Movies & Film","New York Film and Video Production Meetup",598,"New York City",2015-08-20
"7801","Movies & Film","New York Film Collaborative",2930,"New York City",2006-08-05
"7802","Movies & Film","New York Film Group",1,"New York City",2011-10-30
"7803","Movies & Film","New York Film Industry Meetup",1,"New York City",2017-02-07
"7804","Movies & Film","New York Film Meetup",41,"New York City",2017-07-20
"7805","Movies & Film","New York Film Production Meetup",898,"New York City",2017-06-19
"7806","Movies & Film","New York Film Screenings",392,"New York City",2015-05-17
"7807","Movies & Film","New York Houdini User Group (NYHUG)",77,"New York City",2016-10-20
"7808","Movies & Film","New York Latin American / Latino Cinema",737,"New York City",2016-02-24
"7809","Movies & Film","New York LES Filming & Photography",82,"New York City",2015-07-31
"7810","Movies & Film","New York Moms-in-Film Meetup",131,"New York City",2017-01-04
"7811","Movies & Film","New York Movies in Movie Theaters Meetup",37,"New York City",2016-12-21
"7812","Movies & Film","New York Sherlock BBC Meetup",1,"New York City",2017-04-13
"7813","Movies & Film","New York Travel Video Adventures",93,"New York City",2015-09-29
"7814","Movies & Film","New York Video Marketers",217,"New York City",2017-01-26
"7815","Movies & Film","NY Digital Filmmaker Group",480,"New York City",2010-03-24
"7816","Movies & Film","NY Directors and DPs",144,"New York City",2015-09-09
"7817","Movies & Film","NY Exclusive Academy/Guild Voter Screening Meetup 2016-2017",1,"New York City",2015-10-11
"7818","Movies & Film","NY Filmmakers and Actors Who Just Want To Make Stuff",959,"New York City",2007-07-26
"7819","Movies & Film","NY Indie Filmmakers",1567,"New York City",2012-01-06
"7820","Movies & Film","NY Sci-Fi & Fantasy Meetup",233,"New York City",2015-06-11
"7821","Movies & Film","NYC Classic Films Meetup",291,"New York City",2015-08-18
"7822","Movies & Film","NYC Comedy Filmmakers",19,"New York City",2017-05-11
"7823","Movies & Film","NYC Digital Media Professionals Meetup",1,"New York City",2016-03-02
"7824","Movies & Film","NYC Disney Fanatics Meetup",115,"New York City",2015-06-13
"7825","Movies & Film","NYC Film Co-Op",171,"New York City",2015-07-21
"7826","Movies & Film","NYC Film Distribution & Marketing",84,"New York City",2015-11-30
"7827","Movies & Film","NYC Filmmakers & Actors Collective",2462,"New York City",2009-11-12
"7828","Movies & Film","NYC Filmmakers and Actors Meetup",568,"New York City",2011-05-15
"7829","Movies & Film","NYC GRINDHOUSE!",926,"New York City",2011-02-14
"7830","Movies & Film","NYC Mix & Mingle Meetup Group (5,000+ members)",2802,"New York City",2006-11-12
"7831","Movies & Film","NYC Movie Monsters",165,"New York City",2014-01-06
"7832","Movies & Film","NYC Movie Theater Goers Meetup - 20's & 30's",40,"New York City",2017-09-30
"7833","Movies & Film","NYC Novice Video Makers Meetup",230,"New York City",2011-04-18
"7834","Movies & Film","NYC Post Production",227,"New York City",2010-08-27
"7835","Movies & Film","NYC Screenwriters Collective",2289,"New York City",2003-01-16
"7836","Movies & Film","NYC SINGLES over 40 MOVIE& BRUNCH &DINNER CLUB!!!",1,"New York City",2010-12-17
"7837","Movies & Film","NYC SOCIAL MEDIA CREATORS",1,"New York City",2017-06-01
"7838","Movies & Film","NYC Youtubers Club",275,"New York City",2016-09-04
"7839","Movies & Film","NYCscreenwriter",514,"New York City",2008-03-14
"7840","Movies & Film","One Day Film School",293,"New York City",2016-03-05
"7841","Movies & Film","Philip K Dick,speculative sci-fi & New York Sci-Fi Festival",213,"New York City",2012-07-24
"7842","Movies & Film","Pictoclik Video Club",284,"San Francisco",2014-04-23
"7843","Movies & Film","Prepared Acting Workout/Actor's Foundry Group NYC",1,"New York City",2017-08-11
"7844","Movies & Film","Producer Foundry",328,"San Francisco",2014-01-29
"7845","Movies & Film","ProducingforFilm",225,"New York City",2014-03-30
"7846","Movies & Film","Radical Visions Cinema Club",821,"San Francisco",2007-07-24
"7847","Movies & Film","San Francisco Belly Dance & Egyptian Culture Meetup Group",256,"San Francisco",2008-07-26
"7848","Movies & Film","San Francisco Business of Film",86,"San Francisco",2015-09-25
"7849","Movies & Film","San Francisco Film Industry",406,"San Francisco",2009-02-23
"7850","Movies & Film","San Francisco Movie-Watchers",560,"San Francisco",2015-04-16
"7851","Movies & Film","San Francisco Movie in a day Meetup",166,"San Francisco",2017-06-29
"7852","Movies & Film","San Francisco Movie Nights Meetup",82,"San Francisco",2017-09-22
"7853","Movies & Film","San Francisco Screenwriting Group",1367,"San Francisco",2007-06-28
"7854","Movies & Film","San Francisco Shark Stewards",70,"San Francisco",2017-05-02
"7855","Movies & Film","San Francisco YouTuber's Meetup",26,"San Francisco",2017-07-11
"7856","Movies & Film","ScreenUp NYC",342,"New York City",2012-02-23
"7857","Movies & Film","ScreenUp SF: Doc Screening, media event",69,"San Francisco",2015-12-16
"7858","Movies & Film","SCREENWRITERS RISING NYC",226,"New York City",2014-04-09
"7859","Movies & Film","SF Content Creators",516,"San Francisco",2017-04-25
"7860","Movies & Film","SF Crowdfunding",440,"San Francisco",2013-04-12
"7861","Movies & Film","SF Stop Motion Animation Conservatory & Kollective",297,"San Francisco",2014-10-21
"7862","Movies & Film","SF Video Technology",662,"San Francisco",2013-07-10
"7863","Movies & Film","SMPTE  New York Section",63,"New York City",2014-01-22
"7864","Movies & Film","SMPTE  San Francisco Section",45,"San Francisco",2014-01-24
"7865","Movies & Film","So you want to make a movie?",55,"San Francisco",2015-11-01
"7866","Movies & Film","Social Life360 -Experiencing life. One Meetup at a time.",426,"Chicago",2016-12-20
"7867","Movies & Film","Socializing with New Friends",216,"New York City",2016-10-17
"7868","Movies & Film","Sound For Film",129,"San Francisco",2017-06-06
"7869","Movies & Film","South Asian Film Producers",33,"Chicago",2016-03-01
"7870","Movies & Film","South Suburban Movie Nights Meetup",12,"Chicago",2017-09-15
"7871","Movies & Film","Story Code San Francisco",1,"San Francisco",2014-03-12
"7872","Movies & Film","StoryForward NYC",528,"New York City",2013-09-07
"7873","Movies & Film","Subtitles & Subtleties: Foreign Films, Young Professionals",603,"San Francisco",2007-01-13
"7874","Movies & Film","Sunday Matinee at Toad Hall",1,"New York City",2016-09-19
"7875","Movies & Film","The Black TV & Film Collective",536,"New York City",2015-06-23
"7876","Movies & Film","The Chicago Acting in Film Meetup Group",1,"Chicago",2007-08-18
"7877","Movies & Film","The Chicagoland Fun & Food Fans Meetup Group",2729,"Chicago",2003-01-10
"7878","Movies & Film","The Culture & Film Club",5351,"New York City",2008-12-23
"7879","Movies & Film","The Horror Of It All...",198,"New York City",2010-10-03
"7880","Movies & Film","The New York Awards Meetup Group",8,"New York City",2011-06-13
"7881","Movies & Film","The New York City Indie Film Meetup Group",1846,"New York City",2002-10-15
"7882","Movies & Film","The New York DaRk siDe Horror Group",1,"New York City",2010-10-25
"7883","Movies & Film","The New York Horror Movie Group",1,"New York City",2006-06-04
"7884","Movies & Film","The NYC Adobe After Effects Meetup Group",256,"New York City",2011-05-05
"7885","Movies & Film","The NYC Rifftrax/MST3K Meetup",163,"New York City",2007-12-19
"7886","Movies & Film","The Open Film School NYC",106,"New York City",2017-02-07
"7887","Movies & Film","The Red Lantern: Bay Area Asian Cinephiles",690,"San Francisco",2008-04-05
"7888","Movies & Film","The Savvy Screener TV and Film Meetup",21,"New York City",2017-07-10
"7889","Movies & Film","The Stanley Kubrick Appreciation Society  NYC",315,"New York City",2013-03-18
"7890","Movies & Film","The Writers and Actors Group",3093,"New York City",2014-09-20
"7891","Movies & Film","Thrills and Chills - Bay Area Horror and Sci-Fi Movies",885,"San Francisco",2008-02-14
"7892","Movies & Film","Thursday Indie & Foreign Films",1,"San Francisco",2013-12-06
"7893","Movies & Film","Uptown Filmmakers Network",1,"New York City",2017-08-03
"7894","Movies & Film","Vintage TV NYC",35,"New York City",2016-06-09
"7895","Movies & Film","VR Film",478,"San Francisco",2016-06-13
"7896","Movies & Film","Wine & Film in New York",931,"New York City",2015-01-31
"7897","Movies & Film","Women of color Film Industry Meetup",1,"New York City",2017-08-21
"7898","Movies & Film","Working Actors Network",309,"New York City",2012-04-11
"7899","Movies & Film","YouTube4Life4Sure4Real",99,"New York City",2016-12-30
"7900","Music","---- SET FOR DELETION ----",1,"Chicago",2007-12-16
"7901","Music","!!Classic Rock, NYC!!",958,"New York City",2010-08-20
"7902","Music","20th Century Classical Music concerts Meetup",131,"New York City",2015-01-12
"7903","Music","3 Mics Thursdays - Live Music Series",1,"Chicago",2017-08-29
"7904","Music","80's R BACK Karaoke",130,"San Francisco",2009-01-28
"7905","Music","A Never-Ending Line, a female song cycle. IN CONCERT.",24,"New York City",2017-07-09
"7906","Music","Acoustic Guitar Players Meetup",1,"New York City",2017-07-01
"7907","Music","Acoustic Songwriter Performance Acuity (ASPA)",36,"Chicago",2017-08-17
"7908","Music","Advanced Audio + Applications Exchange (A3E) - New York City",31,"New York City",2012-12-03
"7909","Music","Afro-Peruvian jazz music and drinks!",118,"New York City",2017-01-27
"7910","Music","All That Jazz",866,"New York City",2017-04-21
"7911","Music","Alphabet City Music Workshops",28,"New York City",2017-08-29
"7912","Music","Amateur Classical Musicians Association",1043,"New York City",2008-02-08
"7913","Music","Anything Goes Chorus Meet Up",76,"San Francisco",2016-03-31
